client_id,store_id,cashier_id,order_time
439,590,618,2017-08-13 04:23:27
389,136,305,2018-01-16 00:27:55
478,166,122,2019-12-04 22:22:52
480,886,727,2017-04-02 08:08:24
398,300,413,2015-07-01 00:40:48
72,659,39,2019-01-26 01:26:50
974,287,959,2016-09-19 18:06:01
789,546,527,2016-02-17 14:43:26
439,652,510,2019-11-10 08:25:42
108,331,180,2015-03-20 04:21:41
965,457,859,2018-10-18 17:09:30
495,27,940,2018-11-14 17:43:20
125,201,280,2019-03-14 12:34:32
342,225,917,2019-08-05 12:08:39
301,438,510,2016-02-05 09:57:54
107,118,30,2018-01-04 21:35:26
769,507,28,2015-05-19 19:01:24
352,487,204,2014-03-06 06:48:35
224,639,558,2015-03-18 15:16:35
820,802,851,2013-02-04 18:46:18
20,362,149,2018-10-19 12:22:09
842,992,408,2015-02-08 21:40:13
902,932,601,2016-05-08 06:03:44
689,352,217,2019-11-23 14:31:41
990,965,274,2018-05-31 14:04:15
815,311,864,2017-02-28 08:57:58
552,362,195,2014-03-07 01:53:26
84,397,678,2014-12-07 19:02:45
949,222,618,2018-07-18 23:49:56
537,898,908,2017-07-01 04:45:03
649,100,978,2016-02-17 17:35:20
457,497,883,2013-11-15 18:13:53
598,189,30,2019-07-06 06:29:28
939,299,302,2017-02-15 06:12:01
297,606,234,2013-02-20 07:12:34
744,822,302,2013-03-22 02:25:27
437,91,645,2016-12-02 15:03:11
116,732,552,2018-10-03 05:20:07
908,495,864,2015-08-30 07:50:15
228,260,26,2017-12-10 10:01:03
610,758,745,2018-07-23 22:42:30
824,442,413,2019-05-26 12:32:14
102,754,31,2013-04-25 13:14:33
42,201,950,2016-12-18 21:09:24
976,983,873,2018-10-22 05:49:54
226,303,262,2019-11-21 04:31:36
876,451,94,2018-03-30 00:22:44
374,101,656,2014-08-01 19:19:12
648,407,217,2017-03-25 23:30:52
918,43,26,2019-12-14 23:08:19
923,948,373,2014-11-17 06:52:03
585,615,865,2013-07-21 14:13:36
514,236,692,2019-12-17 03:36:54
980,496,559,2015-02-26 14:51:35
697,710,121,2014-11-08 13:44:22
429,632,946,2013-01-25 05:20:32
562,879,883,2017-05-24 07:56:40
128,880,87,2017-09-12 22:00:32
956,999,556,2019-12-07 07:46:58
886,451,155,2019-08-13 13:36:05
855,933,559,2019-01-19 14:39:00
458,162,617,2017-08-12 08:24:31
114,238,196,2019-04-01 06:14:45
541,827,745,2018-04-27 08:39:54
760,969,851,2013-05-18 16:08:09
688,289,558,2015-02-13 06:57:20
179,349,559,2013-10-04 00:01:04
890,1,261,2015-03-04 11:31:35
739,753,914,2014-11-11 21:20:17
320,747,571,2013-02-06 09:05:46
296,586,779,2017-02-14 14:10:24
273,980,774,2015-09-28 06:58:55
31,671,670,2018-11-16 10:35:21
248,505,510,2017-04-04 05:42:39
622,974,402,2019-11-28 20:16:04
918,434,384,2013-07-09 03:36:47
386,334,880,2014-12-24 19:47:07
471,996,692,2017-04-28 08:49:05
170,221,246,2015-01-27 18:53:01
382,263,230,2014-03-09 20:04:13
427,622,31,2017-04-10 20:21:02
272,248,196,2018-06-11 19:25:19
216,587,61,2016-07-26 19:02:18
552,515,473,2017-01-10 06:35:13
833,878,621,2013-12-27 03:34:57
346,917,670,2013-03-07 23:46:04
640,732,865,2014-07-21 14:35:17
914,663,449,2018-09-28 16:26:35
812,377,621,2014-06-29 15:43:27
369,996,635,2015-04-18 21:35:16
837,879,763,2014-09-18 11:30:05
118,392,552,2016-03-01 05:08:11
70,326,552,2015-10-19 00:08:12
205,473,673,2014-05-24 10:08:30
282,971,312,2015-03-18 12:35:38
758,9,674,2015-10-23 21:27:26
404,849,217,2014-03-14 10:55:06
1,756,939,2018-08-28 09:44:00
85,667,876,2018-05-11 19:18:19
3,377,80,2018-05-02 07:27:23
637,742,550,2015-09-21 16:15:57
786,116,195,2018-09-18 20:54:20
957,797,384,2019-05-28 12:57:42
555,307,673,2013-09-05 16:07:07
840,27,196,2016-03-15 10:55:48
808,387,442,2014-12-26 10:44:54
971,368,876,2015-01-14 18:24:28
980,513,864,2019-07-07 07:30:30
349,744,811,2018-05-13 22:42:11
584,904,656,2016-04-08 18:09:11
270,850,87,2015-04-21 16:26:58
13,227,581,2014-07-13 00:31:11
546,985,94,2015-01-28 02:36:56
506,429,571,2015-03-28 12:36:50
313,480,862,2015-10-20 08:36:28
891,893,230,2014-05-21 11:50:15
845,363,292,2014-08-18 23:14:04
840,885,732,2015-07-01 03:50:24
144,849,14,2014-06-08 16:48:21
792,501,571,2016-08-04 04:15:29
970,472,908,2016-11-06 06:29:31
695,18,505,2019-03-22 12:55:05
103,880,899,2015-06-16 09:30:23
479,275,959,2019-08-21 16:16:30
828,270,31,2015-02-27 18:16:54
774,695,449,2013-03-13 02:45:39
667,387,873,2015-07-12 06:16:48
561,946,562,2017-01-16 00:39:15
295,107,873,2018-07-10 08:57:54
452,702,773,2014-10-02 05:32:02
590,580,305,2013-02-12 16:54:12
643,679,745,2018-05-22 23:02:25
302,289,473,2018-10-25 04:40:09
153,835,880,2019-09-14 05:21:58
952,920,611,2018-09-19 04:54:26
579,560,851,2019-05-19 06:08:26
625,562,39,2013-05-19 10:33:36
115,214,835,2013-09-29 01:22:02
20,365,470,2014-11-21 04:45:31
388,741,428,2014-10-25 05:48:51
965,986,606,2019-04-13 09:15:31
468,817,9,2015-09-06 10:41:00
695,746,246,2019-05-08 06:37:43
678,978,616,2019-09-22 07:46:50
166,278,230,2017-01-12 00:14:53
915,36,872,2018-07-12 13:10:30
428,958,674,2019-01-02 21:40:29
190,987,39,2019-12-15 11:55:17
485,449,122,2014-05-06 14:41:18
572,564,274,2013-05-14 01:35:10
683,697,811,2017-08-19 08:13:12
980,576,30,2017-05-24 21:28:31
11,241,6,2013-07-08 15:28:21
52,565,406,2016-09-01 04:21:54
694,300,532,2018-07-24 08:40:32
575,777,909,2013-05-04 03:28:36
155,168,946,2015-05-06 05:06:56
49,383,428,2014-04-08 07:20:29
761,959,217,2015-07-28 14:34:17
622,979,406,2013-11-03 15:57:38
261,870,470,2013-12-22 23:31:20
623,37,858,2017-05-06 05:35:34
314,903,779,2018-06-08 04:53:12
166,838,87,2013-02-13 05:22:19
746,688,552,2019-08-11 01:02:11
660,12,413,2016-05-24 01:06:26
13,818,434,2014-02-18 08:44:12
439,409,618,2017-01-30 19:05:49
403,483,274,2018-12-15 00:40:49
803,597,292,2013-07-11 11:17:45
368,825,674,2015-08-23 14:16:12
724,894,645,2018-02-07 08:27:34
782,848,678,2013-05-13 13:29:13
683,346,473,2013-02-22 23:16:38
464,616,426,2015-03-15 21:18:52
429,750,221,2017-09-18 17:44:09
463,813,624,2015-10-14 15:28:38
831,618,54,2017-01-10 06:22:40
842,887,950,2017-12-07 16:19:13
230,761,339,2014-03-29 04:36:54
101,508,670,2016-02-22 14:26:26
216,706,442,2013-04-19 09:50:03
373,710,305,2018-05-20 02:17:37
314,409,858,2018-08-07 14:39:03
217,701,557,2015-04-29 22:08:10
220,903,558,2016-07-06 04:26:38
539,861,959,2017-11-05 19:01:33
714,9,604,2018-12-09 20:19:54
74,122,559,2013-01-20 03:45:11
685,914,773,2016-05-18 15:49:40
374,443,940,2016-09-22 16:15:10
423,134,302,2017-11-06 06:56:10
889,652,265,2014-05-09 22:48:37
495,482,604,2017-01-09 18:38:01
758,381,606,2019-05-24 09:12:41
886,805,865,2014-01-08 03:38:28
499,259,864,2014-03-29 21:23:31
521,212,203,2015-02-27 00:36:52
889,51,470,2019-12-07 09:42:20
155,935,532,2019-11-13 04:37:49
982,653,635,2013-11-25 03:34:42
771,827,402,2017-10-30 22:33:08
307,147,54,2016-09-13 21:19:57
759,162,959,2018-09-01 13:59:14
575,491,645,2018-11-13 09:21:18
675,91,227,2015-09-14 04:23:41
159,274,735,2017-03-17 01:28:49
9,386,592,2015-03-19 03:30:56
833,801,527,2017-05-06 20:08:28
620,813,311,2014-03-15 12:36:03
632,826,426,2013-09-01 14:05:54
158,485,373,2018-03-05 03:04:01
595,156,914,2016-02-21 17:06:18
371,628,85,2015-03-24 15:20:02
256,588,978,2016-01-01 11:43:50
322,607,80,2018-10-01 23:47:50
525,471,155,2018-11-26 22:48:32
846,677,556,2018-01-31 01:00:24
222,591,846,2016-12-22 16:53:39
402,103,230,2016-05-24 18:27:15
307,892,859,2019-08-04 03:44:07
32,66,601,2013-06-09 21:41:20
290,963,872,2013-11-25 16:36:33
295,359,525,2015-05-04 13:01:55
721,335,428,2016-08-28 22:33:18
87,271,540,2015-03-01 12:35:57
203,559,406,2018-08-07 15:16:10
907,685,430,2013-06-07 02:25:00
587,968,557,2019-01-21 21:47:54
999,475,616,2017-04-18 06:14:05
450,26,851,2017-08-19 08:32:13
583,540,121,2013-10-10 10:00:48
786,591,434,2017-12-26 18:13:56
924,743,692,2015-12-06 07:39:26
769,984,31,2016-06-10 20:42:21
944,266,449,2014-05-31 22:42:32
996,382,280,2016-08-30 02:39:12
996,325,748,2016-09-20 09:48:23
776,780,604,2019-08-11 21:09:25
608,394,449,2015-01-19 07:50:17
221,712,557,2013-01-05 20:15:32
549,127,87,2016-06-18 23:59:57
165,765,87,2013-05-16 10:19:21
166,486,203,2014-08-24 06:25:19
163,833,426,2019-03-02 09:33:42
366,112,959,2019-03-08 15:14:56
565,144,30,2017-02-19 17:24:49
440,564,421,2018-01-17 02:21:21
579,144,917,2015-08-30 17:19:26
675,574,80,2017-08-01 15:08:00
509,116,604,2015-01-01 14:33:15
504,305,6,2019-12-30 07:15:19
462,119,894,2015-09-03 08:35:25
919,370,557,2013-05-11 06:52:51
426,418,170,2017-08-15 08:52:20
433,234,678,2014-01-30 19:43:12
484,913,611,2016-11-25 01:48:38
65,295,341,2014-05-30 00:13:42
680,870,779,2019-08-11 20:17:36
999,103,946,2019-08-22 23:26:07
222,127,85,2019-03-09 02:05:22
785,409,550,2014-10-05 03:35:35
843,251,361,2019-07-20 13:19:13
18,797,899,2018-01-17 01:27:08
225,735,227,2013-05-14 05:35:39
131,575,87,2014-02-04 09:23:04
183,350,262,2016-12-18 17:49:16
359,14,470,2016-01-04 02:36:48
622,257,26,2015-09-01 06:21:37
886,670,978,2019-06-25 17:26:01
643,473,540,2017-08-04 16:42:48
438,32,315,2018-07-01 17:12:17
469,163,81,2019-07-21 11:27:24
682,95,315,2016-06-27 16:29:01
884,439,339,2014-04-17 20:54:57
118,130,914,2019-01-14 07:44:10
416,131,19,2014-10-11 08:26:33
958,488,39,2016-01-19 05:20:40
553,736,864,2015-11-04 09:21:15
344,252,430,2016-10-04 02:11:28
889,656,995,2015-01-25 11:27:55
871,361,909,2017-08-09 12:27:01
256,726,606,2016-07-27 15:02:32
102,341,898,2019-12-12 19:28:32
361,696,384,2018-12-11 22:42:12
800,788,19,2018-07-16 03:47:40
26,75,773,2016-04-12 17:14:09
794,211,261,2017-04-25 19:34:55
310,694,540,2017-10-28 09:57:45
643,411,558,2016-08-06 13:20:51
728,194,663,2016-01-25 18:28:41
321,115,430,2016-04-22 05:01:48
500,909,217,2019-10-02 14:13:50
261,6,406,2019-08-15 20:26:26
509,393,663,2013-04-24 13:10:56
940,843,908,2014-12-19 01:23:06
639,49,180,2016-06-20 14:03:58
83,11,318,2018-11-19 01:44:52
87,591,777,2017-05-06 21:58:06
432,557,30,2019-08-02 02:45:31
789,244,959,2019-10-17 06:28:24
967,981,155,2013-01-01 15:07:45
92,861,846,2015-06-07 12:24:40
761,81,31,2014-10-22 16:54:26
368,633,678,2019-08-11 16:13:28
665,39,908,2015-12-30 06:10:45
980,433,102,2015-06-16 02:50:06
345,907,406,2017-07-08 13:41:04
252,636,54,2014-11-14 19:06:47
711,6,873,2014-03-16 09:08:27
713,93,483,2019-07-08 19:04:16
411,631,315,2013-03-06 15:56:07
40,742,312,2015-12-13 14:15:44
367,341,230,2018-03-15 22:10:10
935,223,621,2016-12-05 15:20:17
325,21,14,2019-07-18 18:54:48
383,888,203,2017-04-02 11:55:18
631,668,908,2019-11-01 03:37:22
750,456,80,2017-10-27 13:32:15
473,770,292,2015-10-13 08:23:20
821,563,865,2018-02-09 23:38:58
985,303,470,2016-06-09 09:24:59
946,816,90,2017-02-08 20:59:18
98,597,556,2015-11-08 22:03:14
133,758,505,2019-04-15 16:51:34
993,281,859,2014-02-18 13:18:56
849,233,217,2019-04-07 07:37:24
386,112,571,2014-09-07 00:12:07
545,115,835,2015-04-25 03:42:53
881,100,858,2013-09-10 10:03:12
539,550,621,2014-09-21 00:34:59
734,401,673,2016-01-28 18:03:53
479,810,39,2013-07-22 15:55:23
434,302,361,2018-12-31 00:12:12
32,358,280,2019-05-17 12:13:50
735,410,862,2015-02-15 11:52:46
822,673,84,2013-12-22 18:27:26
238,49,621,2014-09-09 02:29:27
193,382,527,2016-12-22 18:13:53
533,539,617,2013-05-24 11:08:58
868,53,170,2013-07-08 09:25:22
417,969,876,2014-01-31 02:06:48
696,512,917,2015-02-26 07:43:17
722,685,102,2014-09-25 19:12:34
485,714,898,2017-03-27 10:01:14
245,887,274,2019-05-12 13:42:17
773,760,94,2019-02-14 16:24:04
27,855,540,2016-08-12 21:01:53
550,372,611,2013-02-20 16:17:11
352,344,230,2015-09-09 07:21:47
417,991,894,2016-07-22 17:06:32
32,942,84,2013-03-11 06:03:29
224,695,950,2015-02-12 00:26:36
255,769,959,2013-10-26 08:15:16
542,649,339,2018-09-16 07:31:46
278,600,442,2018-05-02 06:12:51
668,528,611,2015-08-17 00:46:50
21,97,640,2016-03-02 08:06:57
83,10,745,2018-10-05 17:56:32
325,509,39,2015-10-13 20:34:13
539,302,406,2017-03-01 05:51:28
691,657,246,2013-04-04 05:07:38
138,867,9,2018-10-30 01:26:47
814,727,102,2017-10-17 02:07:56
879,525,647,2013-08-31 18:50:59
127,219,939,2018-04-11 13:28:00
191,172,221,2017-05-25 22:47:53
969,340,571,2016-01-20 15:58:32
513,851,428,2014-05-09 13:11:40
40,636,611,2018-08-28 03:56:50
459,41,204,2017-01-26 18:17:37
291,485,692,2018-09-08 23:45:18
607,343,550,2014-09-01 01:17:04
57,681,339,2013-05-06 10:34:37
569,460,978,2019-10-23 11:31:24
197,803,85,2015-05-08 12:11:52
451,472,950,2015-10-13 20:38:49
2,158,955,2015-05-07 14:08:22
273,5,94,2014-05-19 22:02:46
882,876,955,2018-03-23 16:42:49
356,667,835,2014-10-11 01:37:18
850,212,28,2019-02-10 15:04:35
900,96,673,2019-12-11 18:34:23
789,144,955,2014-11-08 05:08:00
968,788,735,2017-02-07 10:23:49
620,13,550,2017-06-16 09:04:44
801,476,280,2019-01-28 06:09:43
962,746,908,2014-03-03 10:17:38
627,453,302,2014-06-10 00:41:16
362,595,292,2014-04-16 12:28:13
598,706,28,2018-09-28 19:59:33
944,352,606,2014-10-07 12:17:33
546,737,91,2019-08-28 16:02:37
925,573,292,2016-07-04 09:04:02
774,728,745,2016-12-22 08:59:24
977,518,149,2019-11-25 11:46:11
683,881,180,2013-08-19 13:19:43
446,924,94,2016-08-08 05:04:57
449,722,774,2013-01-23 02:09:54
957,609,876,2017-03-22 14:47:24
97,496,901,2015-05-02 18:39:27
182,294,763,2013-12-15 07:26:55
943,134,959,2016-06-17 21:05:53
589,350,978,2014-12-13 01:46:15
812,26,81,2018-05-26 06:31:56
718,943,859,2013-11-18 07:39:44
98,262,811,2014-04-02 12:38:46
163,545,909,2014-08-18 01:25:27
729,937,899,2019-12-17 23:26:37
760,5,663,2015-06-02 18:09:46
809,974,835,2016-01-01 18:36:47
740,778,959,2016-05-03 15:29:30
139,844,203,2017-05-20 04:04:32
275,881,939,2019-08-06 21:12:31
306,910,26,2015-11-06 21:48:52
876,7,180,2017-05-02 07:35:25
937,100,779,2017-12-14 21:05:07
150,596,558,2014-04-16 03:16:04
289,480,540,2018-03-24 08:45:51
475,564,80,2018-02-09 03:46:20
746,36,280,2016-05-24 22:44:35
980,209,748,2013-07-03 21:26:00
41,504,6,2015-11-10 23:22:33
156,67,645,2017-09-06 20:09:19
398,478,674,2017-06-10 20:13:00
542,395,196,2019-07-04 09:34:03
381,459,315,2016-10-17 15:49:35
247,262,592,2017-03-19 16:29:29
598,940,940,2017-12-01 08:35:53
801,765,540,2013-04-16 14:11:29
86,931,373,2017-06-15 07:55:06
807,687,318,2014-01-23 14:00:31
407,731,31,2018-10-16 20:36:55
595,705,402,2013-07-14 16:34:42
822,193,361,2018-09-02 08:39:28
746,164,552,2013-10-17 22:30:27
413,374,230,2019-04-14 13:31:12
280,392,774,2018-02-15 06:45:44
843,983,54,2018-07-20 13:50:54
14,342,149,2018-04-30 14:13:42
753,129,950,2016-02-09 09:50:46
981,158,85,2018-06-04 02:09:47
659,850,434,2014-12-19 03:37:15
857,262,204,2013-06-13 19:49:48
386,403,727,2019-11-10 12:45:08
195,415,442,2016-12-26 15:23:19
359,413,909,2016-07-03 10:08:07
844,302,862,2016-11-06 14:56:16
225,678,473,2014-04-28 19:11:41
243,942,616,2014-01-31 13:35:39
383,169,894,2017-08-04 10:36:34
165,933,373,2016-01-02 12:20:52
201,925,180,2015-12-22 18:49:33
255,880,217,2015-08-08 18:01:28
657,869,84,2019-11-08 06:27:17
355,640,640,2016-01-10 04:27:57
808,19,406,2015-08-19 17:37:00
37,49,663,2016-05-03 12:11:10
299,185,859,2019-05-24 07:16:01
722,630,428,2016-07-07 04:38:24
429,494,341,2014-03-27 18:55:16
605,364,426,2018-08-28 03:25:10
836,435,732,2015-09-28 20:06:13
812,780,571,2016-01-29 03:11:10
562,1,876,2014-04-19 04:01:03
636,123,901,2018-01-16 15:52:18
623,337,558,2016-08-14 07:39:23
3,515,90,2016-02-13 04:14:49
321,588,196,2016-05-22 20:28:21
178,631,315,2017-02-03 23:38:26
515,473,899,2015-09-15 11:35:49
334,523,835,2018-10-08 00:16:05
908,857,85,2014-11-12 13:37:52
163,567,373,2015-10-30 03:01:15
979,154,678,2014-06-28 18:54:38
547,422,430,2015-11-23 08:14:08
447,613,635,2015-03-24 06:19:58
488,906,552,2017-07-21 20:48:29
729,867,637,2016-07-19 04:26:07
933,56,84,2016-09-04 15:53:47
165,888,592,2013-10-24 12:34:00
108,85,85,2014-04-19 15:42:21
370,159,532,2016-06-14 10:28:19
603,989,727,2015-10-01 02:14:52
185,538,811,2019-03-15 07:09:45
204,312,527,2017-06-30 09:25:59
489,986,939,2019-04-11 01:53:13
234,925,265,2019-07-15 05:16:14
580,620,155,2019-07-02 17:34:00
448,302,978,2019-11-09 10:50:08
349,848,706,2013-03-28 04:33:24
153,283,196,2014-04-29 03:30:17
74,675,234,2017-10-09 04:34:40
187,128,91,2016-03-04 12:17:10
882,127,373,2016-04-02 23:57:37
659,606,779,2018-07-06 18:24:57
629,426,6,2017-11-28 16:39:22
515,11,121,2014-02-25 05:45:33
796,493,864,2013-03-03 20:19:41
161,399,559,2017-07-12 06:57:12
752,555,763,2015-10-20 23:14:51
18,728,899,2014-04-20 22:24:29
511,418,94,2019-11-19 06:33:18
855,690,914,2013-02-17 07:19:01
38,549,6,2017-04-18 02:11:10
967,807,430,2015-03-28 00:51:43
61,585,604,2018-05-26 03:30:01
42,303,149,2013-07-25 21:12:16
75,558,384,2019-03-27 05:03:36
410,934,592,2017-01-08 21:22:03
193,967,645,2017-08-09 17:17:05
479,369,122,2019-04-22 04:00:39
552,546,261,2015-03-24 23:35:58
137,244,692,2019-08-19 00:23:31
58,486,406,2018-08-17 01:24:10
329,98,876,2019-09-18 02:23:58
674,721,663,2015-10-01 04:09:46
699,22,645,2015-11-17 10:36:52
285,606,592,2014-12-24 16:58:09
92,854,483,2017-01-07 13:01:34
984,909,621,2014-08-15 05:09:02
633,850,196,2019-04-26 14:43:40
105,326,908,2017-09-30 06:15:09
752,204,864,2017-01-27 16:03:25
169,761,9,2017-01-30 19:45:39
144,382,85,2018-08-18 02:32:46
548,893,773,2019-06-09 07:23:43
91,279,9,2019-03-11 22:36:54
108,96,950,2014-10-18 07:14:07
784,754,227,2016-07-07 12:13:01
353,615,473,2014-10-01 10:58:59
322,90,637,2014-09-28 17:42:21
531,206,203,2017-05-18 21:19:16
485,377,311,2014-12-03 12:30:29
136,577,413,2015-05-01 08:02:44
365,840,669,2013-10-13 16:01:21
694,113,880,2013-07-24 13:17:47
580,303,562,2018-10-08 04:43:04
985,707,908,2016-05-31 17:06:31
811,412,94,2013-01-18 19:48:50
215,480,14,2018-05-11 19:55:27
932,14,227,2019-03-12 23:55:45
343,860,876,2015-04-16 20:38:08
48,567,872,2014-05-01 09:58:59
418,53,616,2013-07-23 04:03:45
227,66,674,2015-01-28 21:50:28
952,494,384,2017-06-10 11:24:49
99,482,402,2017-02-23 03:53:45
24,255,617,2016-03-08 22:44:15
995,617,862,2019-01-02 06:57:25
967,877,155,2018-05-22 03:17:23
73,750,673,2017-11-05 00:09:15
841,321,616,2019-08-21 04:45:21
107,959,581,2016-09-23 11:26:38
884,946,39,2017-05-07 21:46:27
765,664,85,2017-12-15 03:03:56
896,694,384,2018-10-02 00:20:52
476,62,894,2015-12-18 07:39:05
257,746,858,2016-03-28 21:37:27
559,653,449,2013-11-28 11:02:13
604,104,262,2016-04-29 16:29:26
604,698,669,2014-04-26 03:58:34
222,983,442,2014-10-01 21:17:44
985,566,592,2018-08-16 01:43:19
442,734,616,2016-07-19 15:08:51
810,310,858,2018-02-28 19:01:46
467,737,408,2017-10-07 20:30:57
469,29,864,2018-10-06 06:13:14
385,368,859,2019-10-01 16:54:30
268,839,647,2014-10-12 03:11:17
392,759,305,2015-12-14 14:14:19
218,815,122,2018-11-20 05:07:15
92,811,510,2017-09-02 21:22:25
316,868,80,2017-11-11 05:47:59
849,330,280,2019-07-19 02:04:10
984,293,735,2013-11-13 23:29:03
328,19,779,2019-05-14 23:22:53
301,990,265,2015-07-01 22:32:13
851,681,862,2013-10-19 06:45:26
402,888,265,2013-03-08 23:13:40
66,647,540,2017-07-15 13:22:38
630,572,557,2014-12-09 07:34:15
531,618,917,2015-04-09 08:21:22
448,185,940,2015-07-05 07:46:22
21,880,30,2013-08-04 02:27:18
500,894,221,2013-09-14 12:29:02
472,899,221,2017-11-04 13:04:33
504,172,311,2015-04-06 21:00:45
126,75,946,2017-11-10 00:05:47
636,933,647,2019-11-05 19:48:33
326,372,557,2016-10-09 14:06:41
170,574,846,2014-03-27 06:35:25
721,54,246,2015-04-01 05:25:07
744,809,121,2013-12-09 00:19:37
816,84,473,2013-09-15 18:18:01
830,616,402,2013-02-21 07:32:50
455,200,90,2015-09-20 00:58:10
430,553,155,2018-04-08 08:24:25
98,10,61,2018-05-19 04:17:57
869,576,532,2017-02-27 02:44:06
873,629,978,2014-07-23 11:17:00
518,852,914,2013-03-07 22:04:03
207,148,706,2017-09-16 02:37:48
197,534,880,2019-06-13 17:59:39
52,276,864,2019-07-17 02:18:47
176,3,28,2013-12-12 23:56:18
82,520,28,2013-08-15 15:25:06
680,65,669,2017-04-23 01:03:11
775,194,26,2019-05-31 22:02:45
494,711,315,2019-05-19 10:44:15
791,43,265,2013-03-22 06:53:35
209,385,735,2013-06-20 00:30:09
126,73,562,2017-04-12 03:58:22
704,113,552,2014-06-05 18:30:14
729,510,311,2016-03-10 06:02:43
947,99,859,2015-07-13 04:24:39
441,733,616,2015-12-27 13:55:00
660,44,6,2013-04-16 14:48:43
871,97,616,2018-06-22 01:40:12
