client_id,product_id,store_id,amount,purchase_time
386,549.798.57,453,3,2019-04-17 07:47:25
404,132.392.91,340,1,2019-02-15 15:33:03
420,703.951.19,813,3,2018-05-12 23:22:34
6,290.610.57,631,1,2019-08-22 17:35:24
938,102.530.74,174,3,2016-04-04 22:53:37
298,644.628.85,420,1,2016-05-28 05:27:01
505,352.147.95,900,1,2017-03-18 22:20:30
73,813.756.33,940,1,2018-12-23 12:26:46
752,135.952.37,501,1,2018-10-16 20:53:48
752,349.926.38,204,2,2019-08-02 04:57:06
949,856.277.82,94,2,2016-03-20 14:26:16
300,689.627.87,919,2,2018-08-20 11:07:31
743,317.587.86,842,2,2017-05-07 16:35:45
87,417.573.93,120,2,2017-08-19 04:20:19
130,886.904.83,365,2,2017-04-21 22:11:30
241,545.172.52,476,1,2018-01-10 17:53:21
697,663.413.71,883,3,2018-12-18 17:20:01
123,594.511.18,210,3,2017-02-12 12:35:57
93,136.340.91,697,1,2018-04-21 07:04:21
265,508.311.87,114,3,2016-11-27 10:40:46
448,346.499.77,601,2,2016-10-20 18:15:59
63,623.817.29,742,3,2016-08-18 23:47:38
102,597.756.76,120,1,2018-02-19 22:14:50
409,690.310.99,196,3,2019-02-21 09:57:41
884,269.988.40,266,2,2017-10-13 09:06:17
700,468.140.18,450,2,2018-04-22 16:45:30
190,113.759.25,961,1,2017-06-12 09:13:26
189,689.627.87,136,1,2019-01-09 21:18:16
198,119.776.60,775,1,2018-03-15 17:32:01
315,427.983.74,891,2,2019-05-03 12:24:45
871,210.969.80,192,1,2018-12-16 11:51:29
46,864.661.16,689,2,2017-02-05 18:30:36
835,509.884.79,598,1,2019-09-09 05:05:06
869,366.957.23,654,3,2016-07-20 04:15:14
350,862.382.34,476,1,2017-11-14 17:23:57
700,917.143.24,910,1,2016-07-14 13:38:08
443,753.956.22,900,1,2019-04-13 23:51:58
964,955.787.57,351,2,2018-03-13 01:44:18
830,810.656.53,678,2,2019-12-23 15:09:22
15,427.983.74,786,2,2019-11-15 02:20:24
672,440.186.36,49,3,2018-01-24 09:49:18
574,581.314.55,911,2,2019-10-22 20:03:54
917,726.107.38,272,2,2017-09-05 23:06:30
585,276.654.16,371,1,2019-10-02 16:30:00
994,995.990.68,151,3,2017-01-28 04:07:37
175,268.921.13,386,3,2017-06-01 11:18:25
532,102.530.74,790,3,2017-12-07 22:11:44
113,737.715.92,423,2,2019-03-11 06:28:02
338,431.187.89,458,1,2017-02-12 03:58:54
407,813.931.34,103,3,2017-04-05 03:36:50
693,642.451.23,764,2,2018-09-17 22:17:01
192,826.804.19,97,1,2017-10-12 04:19:38
281,295.864.99,707,1,2017-02-19 18:58:34
359,561.196.14,124,3,2019-06-05 01:38:08
730,743.216.23,586,1,2017-03-02 20:23:30
537,469.735.78,433,2,2019-06-26 23:56:01
318,547.993.84,464,1,2018-06-26 22:36:15
134,672.915.51,639,2,2019-12-28 19:49:16
855,351.205.18,578,2,2019-10-13 18:25:46
669,635.747.23,946,1,2018-09-18 20:45:46
453,115.177.60,137,2,2017-01-22 06:18:27
947,615.641.92,49,1,2017-06-12 17:55:26
729,561.635.33,534,2,2017-11-15 13:01:41
775,307.759.10,130,1,2016-03-18 01:49:59
595,915.609.32,314,3,2016-07-04 09:54:14
4,781.518.50,922,2,2017-04-23 14:39:10
586,136.340.91,482,1,2017-05-27 10:22:40
965,703.951.19,284,2,2017-10-02 02:07:14
736,184.300.35,552,3,2017-07-15 02:32:12
513,369.644.18,315,2,2017-06-26 03:54:09
157,281.544.51,648,2,2018-12-10 14:46:06
721,470.425.94,523,3,2017-12-14 01:28:16
990,409.926.43,923,3,2019-05-15 08:43:41
824,321.814.21,343,2,2016-12-28 14:37:33
400,995.448.59,872,3,2016-02-25 22:44:33
428,889.205.36,287,1,2017-04-13 16:03:09
78,418.209.33,299,1,2016-11-23 19:33:21
656,219.189.86,304,1,2019-05-17 01:45:35
441,245.826.97,219,2,2016-01-27 07:05:48
365,819.845.49,520,1,2016-08-12 05:53:02
771,920.330.42,208,3,2019-07-08 16:13:09
372,578.309.78,377,2,2017-05-08 12:50:09
669,948.479.36,595,1,2017-03-20 03:00:15
872,619.850.36,247,3,2018-01-27 09:17:55
386,905.758.57,371,2,2019-12-23 03:02:45
610,537.654.28,368,1,2017-07-03 13:14:24
784,398.199.96,764,1,2018-10-02 14:46:27
417,450.585.62,296,1,2017-09-14 06:35:13
13,799.986.24,889,3,2017-07-28 16:01:16
575,181.633.49,510,1,2016-07-02 12:28:15
736,664.800.53,221,2,2018-11-04 19:20:54
596,105.831.90,502,3,2017-07-01 18:12:38
573,390.989.46,102,3,2017-03-23 13:03:19
891,363.244.70,287,3,2019-12-22 09:23:47
146,401.557.85,843,3,2019-06-05 07:56:47
306,851.403.42,193,1,2018-01-23 07:58:56
509,568.598.15,368,3,2018-11-16 01:26:27
787,687.464.24,587,2,2017-09-04 08:46:16
758,679.467.41,99,3,2019-11-20 10:09:59
465,103.742.23,538,1,2018-02-21 16:32:33
697,968.812.58,279,2,2018-04-05 06:03:56
990,343.251.73,506,1,2018-06-20 04:38:29
436,269.477.99,269,2,2017-03-01 23:19:44
550,409.786.95,403,3,2019-03-23 01:45:22
156,763.450.13,660,1,2017-03-20 22:12:32
403,356.906.80,307,1,2018-12-27 18:19:46
700,552.530.22,317,1,2016-07-02 08:27:02
183,111.276.53,174,3,2017-03-12 19:11:09
539,665.312.12,41,1,2019-02-05 12:20:31
180,369.644.18,43,2,2019-08-26 01:07:11
129,566.970.71,233,1,2018-06-09 12:31:32
596,525.573.79,297,2,2017-01-04 11:09:08
489,638.518.58,277,3,2018-08-12 04:16:03
886,306.955.70,466,3,2017-01-07 14:16:20
802,295.864.99,79,1,2019-12-23 14:54:30
910,313.749.78,892,1,2019-05-10 19:31:24
854,665.955.90,985,2,2017-06-04 00:57:33
389,269.708.15,889,2,2017-07-26 13:57:42
898,273.521.18,434,3,2018-12-25 19:32:07
262,564.510.39,252,3,2019-05-16 08:18:37
489,741.548.66,123,1,2018-07-24 00:08:26
459,275.199.52,645,1,2019-09-21 09:47:49
682,656.155.94,85,3,2018-03-23 05:17:16
138,615.641.92,142,1,2018-06-06 14:11:21
510,470.652.39,864,3,2016-12-25 07:50:02
731,250.519.86,906,2,2016-12-07 16:27:42
792,115.748.94,981,2,2016-03-02 00:51:38
55,935.779.74,513,2,2018-06-28 09:31:38
175,437.673.91,809,1,2018-05-24 18:28:54
113,661.770.41,207,2,2016-09-09 08:51:50
252,849.172.60,499,2,2018-11-09 00:55:29
577,367.116.28,333,3,2017-11-12 22:22:20
479,474.675.80,150,1,2018-03-21 12:56:19
479,187.976.49,469,3,2018-12-20 02:33:07
64,183.947.71,103,1,2017-01-24 18:58:46
144,435.889.68,873,3,2017-03-23 13:07:20
358,945.362.33,995,2,2019-08-01 01:22:50
813,617.938.94,847,1,2018-01-06 18:13:53
949,471.858.42,537,2,2017-01-01 12:36:58
827,639.246.35,780,2,2019-10-22 20:35:44
985,714.978.81,542,2,2019-07-09 10:52:20
936,830.160.79,548,3,2017-12-05 06:16:53
615,771.940.67,932,1,2019-10-13 05:19:19
297,142.437.25,540,3,2017-12-01 20:18:10
438,763.986.43,719,3,2016-12-21 02:45:04
83,110.441.89,444,1,2018-12-21 01:44:54
987,365.378.30,633,2,2017-06-07 05:54:13
678,336.974.51,95,1,2018-09-27 02:24:28
242,799.138.58,114,1,2018-05-10 15:51:48
963,715.394.25,859,3,2019-06-12 03:05:57
120,560.876.34,686,2,2017-01-08 18:07:42
855,115.177.60,74,3,2019-10-03 08:18:55
5,332.406.10,591,3,2016-12-05 08:33:41
809,776.888.84,959,2,2017-02-14 17:16:44
270,322.445.53,359,3,2018-11-16 18:16:59
228,346.463.94,462,1,2017-08-20 08:07:39
965,746.139.15,382,3,2019-10-28 09:30:24
790,754.100.68,557,3,2018-08-04 07:14:09
100,306.181.41,5,2,2016-01-03 05:54:58
552,923.501.63,41,3,2018-03-16 16:45:25
715,869.140.65,768,3,2019-04-09 09:03:30
763,384.879.67,560,2,2016-06-24 04:57:37
74,182.292.37,847,3,2019-07-16 16:04:12
382,611.118.41,475,3,2017-11-02 10:03:33
232,966.982.65,216,2,2018-12-01 16:26:31
868,826.804.19,374,3,2019-09-05 10:33:42
603,352.101.76,738,2,2019-09-13 12:37:26
166,611.118.41,758,2,2016-07-11 04:16:45
481,915.609.32,862,1,2016-07-09 03:24:36
940,320.947.94,226,1,2017-10-04 03:08:22
861,349.172.76,24,3,2019-07-18 10:51:06
454,755.651.70,282,3,2017-03-08 13:14:35
882,617.938.94,882,2,2019-03-24 10:08:20
471,229.303.26,384,3,2019-12-05 04:23:05
517,734.347.24,932,1,2019-05-25 01:41:43
441,473.202.56,557,1,2016-09-22 21:47:24
257,632.325.34,281,2,2016-11-28 08:46:05
764,995.990.68,40,2,2018-07-03 00:07:46
783,281.128.96,961,3,2019-02-08 16:40:03
975,154.646.56,615,3,2018-09-06 00:46:13
189,556.152.36,233,3,2019-02-02 12:55:59
327,250.519.86,762,2,2016-12-04 10:29:18
231,426.808.75,310,2,2016-07-21 22:46:48
217,131.374.69,803,3,2018-03-07 16:42:54
61,306.448.14,233,1,2017-02-19 01:01:43
364,108.747.86,295,1,2016-04-27 18:48:22
743,832.893.36,333,1,2016-10-09 05:05:37
819,686.152.10,802,3,2019-03-13 02:40:47
78,560.431.72,96,1,2017-04-25 11:32:08
680,356.322.87,464,3,2017-06-11 06:33:17
352,128.170.37,124,1,2018-06-16 16:40:53
688,226.429.25,28,1,2017-01-23 17:03:41
640,938.393.10,815,2,2018-02-11 23:47:20
546,613.682.49,98,2,2016-07-02 06:30:17
786,264.504.88,964,3,2016-10-16 21:25:59
95,712.164.68,742,3,2017-03-12 16:10:37
764,367.116.28,857,2,2018-02-21 17:42:10
137,825.890.26,735,3,2017-10-15 08:24:11
806,107.959.41,430,1,2017-08-22 02:20:44
325,945.348.22,141,2,2017-07-08 10:49:38
550,507.989.40,168,3,2017-01-21 03:52:34
272,382.499.17,877,3,2017-12-09 19:40:20
17,557.160.57,794,1,2018-12-11 02:49:31
9,492.965.88,768,1,2018-03-13 15:47:30
451,754.100.68,651,3,2018-11-09 21:00:57
355,820.422.63,402,3,2016-10-12 04:52:57
798,298.839.49,490,2,2017-07-04 01:06:27
160,888.975.97,537,2,2017-01-13 10:44:08
933,725.573.78,200,2,2017-07-08 18:17:57
64,921.128.46,330,1,2018-06-07 10:19:54
444,128.193.47,37,2,2017-09-19 22:58:28
808,908.631.39,685,2,2019-06-22 19:27:12
916,474.675.80,881,3,2018-08-13 18:43:30
425,865.278.48,115,1,2019-05-25 12:48:48
550,206.418.77,607,1,2017-11-28 15:27:57
249,709.652.13,35,3,2019-04-23 05:46:19
553,210.119.29,547,1,2017-10-02 21:20:11
363,210.119.29,871,1,2016-07-14 15:40:44
52,432.774.86,437,3,2018-08-02 23:51:41
275,987.484.87,628,1,2018-09-22 00:08:16
612,854.654.81,656,1,2016-06-08 18:29:29
77,959.794.91,353,1,2018-03-26 18:18:27
68,853.880.81,404,2,2016-06-26 12:06:55
395,892.997.49,93,1,2019-08-01 05:25:10
589,617.802.16,237,1,2019-06-15 12:10:41
436,902.583.37,144,1,2019-12-04 17:44:29
887,754.966.79,488,1,2018-05-24 03:24:20
310,590.449.54,345,2,2016-09-25 11:08:16
408,726.107.38,937,1,2019-12-26 11:13:19
754,831.623.73,922,3,2016-03-26 10:36:12
577,588.872.56,676,2,2016-08-06 10:19:42
971,688.434.86,955,3,2017-09-02 04:51:27
471,752.230.89,965,1,2018-02-07 00:58:38
335,709.909.58,828,2,2018-11-16 03:56:20
236,857.821.40,154,1,2018-09-13 06:54:27
433,685.882.31,260,1,2019-04-11 05:08:48
907,189.364.97,163,2,2017-04-19 23:55:20
180,845.538.47,715,3,2019-12-21 10:22:54
91,669.436.53,705,1,2019-08-05 13:33:23
988,624.859.94,497,2,2018-08-28 10:33:41
90,343.251.73,378,3,2019-03-12 05:51:27
344,419.141.60,721,1,2019-04-26 22:17:59
457,681.653.39,182,2,2018-12-11 18:00:15
549,513.979.58,752,1,2017-06-12 11:39:15
202,917.715.82,595,1,2016-04-14 03:06:26
928,184.107.63,812,1,2019-11-17 21:26:14
45,517.809.83,568,1,2016-10-01 17:43:21
866,796.511.71,545,2,2019-12-12 12:46:20
313,462.124.12,327,1,2019-06-03 02:11:49
587,302.122.41,1000,3,2016-11-12 16:33:55
105,407.585.17,689,1,2018-03-26 13:38:23
886,351.205.18,572,1,2016-07-28 16:05:48
959,102.813.44,330,2,2017-04-15 08:33:21
392,138.718.29,778,3,2016-05-23 00:34:39
784,847.150.41,329,2,2018-07-26 05:41:17
715,321.551.17,416,3,2019-04-27 04:16:15
310,541.302.63,732,2,2018-04-12 22:34:44
431,434.905.84,476,2,2019-05-24 08:48:22
587,617.619.95,495,2,2018-12-20 15:44:52
918,921.128.46,551,1,2017-11-19 03:51:43
883,485.366.48,51,2,2018-04-20 03:49:52
501,373.623.94,497,2,2016-03-19 09:07:15
450,485.366.48,918,3,2019-05-10 15:26:42
111,854.654.81,947,1,2019-02-19 06:22:38
920,293.664.99,412,2,2017-09-27 00:27:36
662,314.212.45,311,3,2018-01-24 04:13:46
846,515.571.78,991,3,2017-02-11 05:10:27
870,847.150.41,301,2,2017-12-02 14:15:53
584,755.948.30,222,3,2016-04-26 09:41:38
130,523.195.26,793,3,2017-09-02 21:58:52
489,571.732.87,991,2,2018-05-21 12:50:47
380,670.748.12,114,2,2019-03-26 01:34:37
9,923.787.73,653,3,2018-03-18 06:37:09
17,269.708.15,512,3,2016-01-13 17:56:50
109,633.346.71,566,3,2018-03-26 16:24:40
892,715.394.25,79,2,2018-07-01 12:01:52
554,269.988.40,324,2,2016-01-27 23:25:06
362,276.954.88,224,1,2019-04-07 10:46:17
580,665.825.52,965,3,2016-11-05 02:20:34
78,210.969.80,820,3,2016-11-25 23:16:54
590,178.439.82,486,2,2019-04-12 11:38:33
847,215.173.69,254,3,2016-10-13 20:08:25
256,107.959.41,50,1,2017-08-15 13:45:06
103,902.583.37,486,3,2017-11-20 14:19:55
335,410.963.80,589,1,2019-04-08 14:38:27
768,278.817.30,164,2,2018-04-15 07:09:24
878,487.119.30,236,2,2018-03-13 19:59:38
46,830.821.20,92,1,2016-04-11 17:02:33
755,961.114.92,438,2,2016-10-05 16:20:25
175,701.316.89,481,3,2018-07-16 11:19:25
651,194.594.60,622,3,2018-03-06 22:27:23
388,745.132.15,59,2,2016-04-24 22:21:09
604,866.837.38,575,1,2019-06-11 13:00:44
308,180.499.89,994,1,2016-07-24 10:45:07
977,995.990.68,893,3,2016-05-18 15:26:43
493,891.138.56,943,2,2018-09-22 06:47:33
983,997.594.35,603,2,2017-03-13 14:24:27
304,374.133.16,81,3,2017-06-20 22:26:12
231,682.738.94,966,3,2017-07-24 19:45:27
432,321.814.21,764,3,2016-07-06 00:17:45
361,665.825.52,938,1,2019-08-08 21:45:32
965,776.888.84,229,2,2018-12-27 17:38:04
919,663.107.99,580,3,2017-11-24 02:12:15
168,573.848.72,254,3,2017-05-24 21:33:02
869,465.751.17,797,3,2019-12-28 06:06:03
378,755.651.70,245,3,2016-01-23 00:29:10
940,416.848.97,139,3,2018-08-07 06:34:52
926,244.823.10,467,3,2016-10-06 03:39:32
383,349.172.76,485,3,2017-09-11 14:59:51
704,401.885.52,415,1,2019-11-03 04:15:40
692,981.820.13,129,3,2018-12-04 02:36:51
729,324.191.42,933,1,2018-04-10 09:47:07
269,617.624.55,654,3,2018-01-27 06:51:10
823,390.989.46,997,1,2017-12-03 17:26:17
182,182.292.37,816,2,2017-02-13 05:32:22
396,564.201.41,817,1,2019-09-07 19:18:02
461,314.212.45,557,1,2017-11-21 08:56:33
425,228.781.59,344,2,2019-07-26 12:23:52
919,896.319.41,58,1,2018-10-12 04:48:05
856,402.665.77,583,1,2016-08-04 23:06:49
648,335.745.53,368,2,2017-09-07 23:42:31
319,815.866.38,91,3,2017-07-25 17:57:52
167,213.686.88,108,2,2018-08-25 16:15:32
731,346.405.39,426,1,2016-03-02 18:01:03
254,140.528.96,441,3,2016-04-04 11:04:15
875,328.633.77,551,3,2016-01-03 16:34:04
978,286.642.15,40,2,2018-11-07 10:57:39
764,114.562.18,585,3,2018-03-26 06:21:52
850,281.722.94,743,1,2016-02-28 17:00:51
727,834.114.47,613,3,2016-03-15 18:01:06
837,267.871.73,335,1,2019-01-28 09:11:26
216,238.284.32,222,2,2019-06-19 08:22:10
146,763.450.13,516,1,2018-08-08 16:44:51
197,830.160.79,833,2,2017-05-03 04:19:06
778,148.939.37,17,2,2018-02-22 18:20:11
587,180.499.89,852,3,2017-07-10 02:51:08
585,474.623.58,97,1,2019-06-21 15:10:55
227,590.893.86,731,1,2019-07-28 00:32:14
982,115.177.60,813,1,2017-09-08 07:05:16
413,918.997.47,538,3,2017-11-11 03:05:01
502,661.770.41,413,3,2019-04-22 18:56:47
776,276.654.16,683,1,2019-10-13 20:25:16
966,306.181.41,218,1,2017-08-04 19:50:45
838,199.247.71,631,2,2016-10-09 09:57:44
379,228.781.59,400,1,2019-04-19 10:16:03
507,544.427.94,847,2,2019-04-20 05:23:47
128,911.770.18,998,3,2019-07-27 20:17:58
93,306.448.14,141,3,2017-07-27 21:37:32
874,781.518.50,862,1,2017-10-04 14:28:00
962,254.562.84,617,3,2016-10-12 07:43:05
77,789.715.68,95,2,2016-04-15 16:16:41
299,913.890.56,553,2,2017-05-13 07:20:47
921,597.756.76,762,2,2018-11-04 04:02:12
64,178.448.76,863,2,2016-02-05 08:31:22
974,332.406.10,260,2,2019-11-17 13:17:50
731,144.785.70,952,2,2017-08-22 10:54:52
692,825.298.80,983,2,2018-10-07 16:09:51
291,778.563.38,240,2,2018-09-03 18:42:30
642,843.854.35,477,3,2018-08-10 01:40:18
943,108.747.86,788,1,2019-01-18 17:24:39
165,736.564.43,960,1,2018-07-23 21:34:32
677,437.807.55,879,2,2018-06-04 11:51:55
26,840.265.59,43,1,2016-07-06 11:57:57
691,560.876.34,751,1,2017-02-03 09:25:13
406,148.939.37,679,2,2016-04-28 16:42:03
181,827.224.91,718,1,2017-07-16 08:59:11
355,843.504.67,613,1,2017-04-28 16:30:15
20,566.742.96,566,1,2016-05-21 08:35:55
950,547.993.84,852,3,2019-06-14 15:50:33
668,798.565.98,344,2,2017-04-05 04:53:24
978,929.130.40,916,1,2018-05-05 23:54:54
661,238.284.32,573,2,2016-02-05 12:12:37
475,130.532.63,255,1,2017-07-15 16:43:12
342,235.840.77,111,1,2019-09-03 19:09:14
312,564.201.41,725,3,2018-05-23 13:50:51
841,783.565.61,701,2,2017-03-16 10:25:26
808,228.406.59,655,2,2019-05-17 05:52:04
835,689.987.99,742,1,2016-08-25 03:41:12
931,336.974.51,576,3,2016-12-11 23:27:33
181,873.570.51,869,1,2019-05-20 20:24:43
912,317.587.86,1,2,2019-04-04 02:13:49
691,644.615.47,678,2,2018-09-19 23:26:56
334,920.965.50,972,2,2018-01-16 21:06:27
72,728.887.13,277,3,2016-10-20 15:35:51
171,183.947.71,337,1,2018-02-09 09:22:03
981,873.527.48,783,1,2018-08-23 20:12:53
367,194.594.60,793,1,2017-03-26 19:08:24
574,226.429.25,200,1,2017-01-25 06:31:46
437,402.305.54,392,3,2018-12-01 06:28:21
651,152.395.86,215,3,2018-05-21 01:52:01
51,549.410.43,553,1,2019-10-12 01:14:37
645,431.841.12,921,3,2019-06-10 04:57:21
713,571.732.87,341,1,2016-02-05 18:24:51
389,983.741.71,544,1,2017-08-13 21:13:20
337,594.511.18,787,1,2019-12-19 12:17:38
179,668.357.45,382,1,2019-10-14 04:54:56
668,561.196.14,188,1,2019-04-14 12:42:27
430,136.340.91,49,1,2018-07-27 07:37:04
487,205.341.58,713,2,2018-11-04 02:42:41
623,702.788.42,289,1,2018-05-07 10:22:38
257,915.757.75,477,1,2017-06-10 00:07:24
398,938.133.56,549,3,2016-10-09 10:01:57
103,729.595.18,518,1,2018-05-09 23:04:42
353,871.161.74,465,3,2018-08-04 12:40:50
726,725.573.78,335,1,2018-10-21 18:48:45
471,208.657.37,758,1,2019-02-10 23:48:09
219,394.429.40,107,2,2019-06-06 12:12:54
449,347.812.10,104,2,2019-12-01 15:59:39
329,437.673.91,248,1,2019-04-22 11:13:34
440,480.673.36,993,3,2017-11-14 15:28:02
658,738.993.70,572,3,2017-07-27 01:48:50
70,433.982.30,620,1,2019-02-13 16:13:24
336,178.448.76,296,3,2016-05-15 16:50:01
431,690.823.78,680,1,2018-12-19 12:27:46
159,849.172.60,695,3,2019-08-13 10:22:35
24,323.391.56,85,2,2019-01-21 11:02:39
972,108.546.74,160,2,2018-07-20 23:07:01
14,923.501.63,181,3,2018-07-06 15:45:42
383,398.199.96,119,1,2016-11-28 09:34:56
848,152.395.86,159,1,2017-01-05 12:58:50
39,382.589.96,991,3,2019-12-25 21:28:36
608,302.169.17,3,1,2017-07-21 01:53:45
525,404.575.83,287,2,2019-12-07 02:06:45
618,969.304.47,296,2,2019-06-19 14:31:18
760,901.599.34,832,2,2017-06-25 05:48:41
802,543.924.68,846,1,2017-11-04 21:14:58
406,216.799.25,744,3,2019-12-09 06:55:43
820,913.800.93,317,1,2019-11-05 03:27:35
103,115.827.11,775,2,2017-01-25 18:40:19
611,831.707.49,150,2,2018-01-08 23:59:25
649,809.360.69,860,1,2017-06-24 03:02:20
710,913.800.93,686,2,2016-12-25 19:49:55
606,416.848.97,860,2,2017-02-09 03:11:49
734,830.821.20,912,1,2019-08-04 13:47:15
530,324.220.26,325,3,2016-04-22 12:30:39
579,959.794.91,505,1,2019-03-03 21:22:36
959,917.715.82,14,2,2019-07-03 16:51:56
774,690.310.99,476,3,2017-08-05 00:09:01
701,110.441.89,28,1,2017-02-24 08:52:19
70,350.260.71,509,1,2018-02-28 04:26:32
647,958.955.16,337,2,2018-02-20 03:25:07
614,654.369.54,195,2,2017-02-15 10:58:36
106,518.325.41,626,3,2017-07-26 10:57:41
392,128.170.37,385,3,2016-02-09 10:33:34
522,835.142.84,793,3,2016-04-10 05:41:43
448,381.101.60,537,3,2017-12-16 20:35:55
814,177.599.71,942,2,2016-08-09 18:48:01
235,543.328.77,679,3,2018-08-04 17:19:18
441,830.821.20,780,2,2017-03-08 17:33:26
177,302.169.17,162,1,2018-11-02 15:41:11
537,146.495.25,159,2,2018-10-15 14:17:24
395,685.882.31,804,3,2018-02-24 13:19:12
275,509.884.79,345,3,2018-05-25 13:12:45
486,594.511.18,541,1,2018-08-14 06:31:15
107,590.893.86,505,1,2018-09-08 16:39:46
197,623.817.29,14,2,2019-06-07 00:13:26
61,162.970.18,720,3,2019-05-03 22:46:30
782,561.786.54,760,3,2018-10-15 18:38:45
851,250.519.86,572,3,2019-01-08 20:57:51
551,758.824.89,801,1,2016-04-24 17:09:25
55,432.774.86,331,3,2016-06-14 02:02:18
974,703.951.19,216,3,2017-08-03 03:29:37
185,594.859.59,209,1,2018-09-18 21:45:47
111,822.984.21,489,3,2017-11-17 03:24:06
401,290.610.57,637,3,2017-07-12 22:37:59
665,341.283.37,731,3,2018-04-24 14:31:54
404,681.653.39,459,3,2017-04-12 10:52:34
600,306.448.14,738,2,2018-02-04 22:25:52
334,789.715.68,787,2,2018-07-23 08:52:15
514,656.155.94,199,3,2017-08-19 14:51:55
235,216.980.56,347,1,2017-11-16 13:46:38
990,682.561.15,263,2,2017-01-06 23:17:26
484,154.730.78,80,2,2018-09-20 20:41:04
802,612.122.86,485,2,2017-04-06 09:57:49
119,415.339.82,919,1,2017-09-22 22:24:16
416,561.860.98,87,1,2018-11-23 17:50:43
466,105.396.30,509,2,2018-07-26 09:45:24
810,410.963.80,175,1,2016-09-26 20:11:52
400,228.781.59,618,1,2017-01-25 17:38:36
919,749.437.35,296,2,2016-10-15 12:24:33
132,781.518.50,368,3,2019-10-09 11:05:38
912,321.374.34,53,1,2018-05-10 10:10:54
320,776.584.95,432,1,2016-01-18 14:59:53
528,783.565.61,371,1,2017-03-25 15:49:36
890,228.470.82,864,3,2019-04-28 02:29:31
